tile_id,quadkey,lat,lon,carrier,download_mbps,upload_mbps,latency_ms,tests,devices,distance_m,inside_stadium,section,nearest_das,das_distance_m,signal_quality
TILE_00190,032023162218955,40.8103061,-74.0782857,Verizon,110.91,8.56,45.2,6,4,511.1,False,Exterior,DAS-S2,281.7,48.9
TILE_00191,032023161181901,40.8103061,-74.0782857,T-Mobile,81.44,35.43,37.6,5,4,511.1,False,Exterior,DAS-S2,281.7,48.9
TILE_00192,032023121050903,40.8103061,-74.0782857,US Cellular,10.0,17.57,64.7,0,0,511.1,False,Exterior,DAS-S2,281.7,48.9
TILE_00193,032023133051835,40.8103061,-74.0780408,Verizon,168.44,12.85,44.2,12,7,497.7,False,Exterior,DAS-S2,266.7,50.2
TILE_00194,032023170532012,40.8103061,-74.0780408,T-Mobile,118.13,16.06,38.9,19,7,497.7,False,Exterior,DAS-S2,266.7,50.2
TILE_00195,032023122986060,40.8103061,-74.077551,Verizon,82.32,2.29,43.6,37,26,472.7,False,Exterior,DAS-S2,239.2,52.7
TILE_00196,032023150061003,40.8103061,-74.077551,AT&T,88.66,10.82,58.9,41,20,472.7,False,Exterior,DAS-S2,239.2,52.7
TILE_00197,032023167608800,40.8103061,-74.0773061,Verizon,115.33,17.68,41.7,62,19,461.0,False,Exterior,DAS-S2,227.0,53.9
TILE_00198,032023199541231,40.8103061,-74.0773061,T-Mobile,64.24,13.13,34.1,53,26,461.0,False,Exterior,DAS-S2,227.0,53.9
TILE_00199,032023169577742,40.8103061,-74.0770612,Verizon,72.74,17.8,43.1,9,6,450.0,False,Exterior,DAS-S2,216.1,55.0
TILE_00200,032023131433630,40.8103061,-74.0770612,AT&T,105.0,19.17,46.8,14,4,450.0,False,Exterior,DAS-S2,216.1,55.0
TILE_00201,032023121081822,40.8103061,-74.0770612,T-Mobile,11.85,19.89,37.8,9,3,450.0,False,Exterior,DAS-S2,216.1,55.0
TILE_00202,032023191300830,40.8103061,-74.0768163,Verizon,74.64,12.41,39.6,89,36,439.7,False,Exterior,DAS-S2,206.7,56.0
TILE_00203,032023152349227,40.8103061,-74.0768163,AT&T,77.36,14.24,50.5,65,17,439.7,False,Exterior,DAS-S2,206.7,56.0
TILE_00204,032023158406528,40.8103061,-74.0768163,T-Mobile,44.29,37.38,35.6,74,37,439.7,False,Exterior,DAS-S2,206.7,56.0
TILE_00205,032023165006834,40.8103061,-74.0765714,Verizon,105.64,15.4,33.7,18,22,430.2,False,Exterior,DAS-S2,199.0,57.0
TILE_00206,032023160278720,40.8103061,-74.0765714,AT&T,45.44,6.27,52.9,23,16,430.2,False,Exterior,DAS-S2,199.0,57.0
TILE_00207,032023160136998,40.8103061,-74.0763265,Verizon,174.04,21.96,36.8,20,8,421.4,False,Exterior,DAS-S2,193.3,57.9
TILE_00208,032023138103823,40.8103061,-74.0763265,AT&T,109.74,20.12,45.0,20,12,421.4,False,Exterior,DAS-S2,193.3,57.9
TILE_00209,032023190814590,40.8103061,-74.0763265,T-Mobile,173.63,28.02,27.1,27,13,421.4,False,Exterior,DAS-S2,193.3,57.9
TILE_00210,032023143668269,40.8103061,-74.0760816,AT&T,109.3,24.91,46.6,51,30,413.5,False,Exterior,DAS-S2,189.6,58.6
TILE_00211,032023162720889,40.8103061,-74.0758367,AT&T,125.26,10.4,51.9,81,28,406.5,False,Exterior,DAS-S2,188.1,59.3
TILE_00212,032023117650933,40.8103061,-74.0758367,US Cellular,41.99,7.08,60.8,7,7,406.5,False,Exterior,DAS-S2,188.1,59.3
TILE_00213,032023169901829,40.8103061,-74.0755918,T-Mobile,184.45,34.76,28.3,8,4,400.4,False,Exterior,DAS-S2,188.9,60.0
TILE_00214,032023170587157,40.8103061,-74.0753469,Verizon,148.75,21.78,44.7,52,18,395.4,False,Exterior,DAS-S2,192.0,60.5
TILE_00215,032023169079166,40.8103061,-74.0753469,AT&T,78.42,8.63,53.1,30,31,395.4,False,Exterior,DAS-S2,192.0,60.5
TILE_00216,032023183117394,40.8103061,-74.0753469,T-Mobile,67.15,16.15,26.1,46,20,395.4,False,Exterior,DAS-S2,192.0,60.5
TILE_00217,032023124692145,40.8103061,-74.075102,Verizon,125.58,9.53,32.4,70,33,391.3,False,Exterior,DAS-S2,197.1,60.9
TILE_00218,032023199461752,40.8103061,-74.075102,AT&T,110.45,22.13,49.4,46,35,391.3,False,Exterior,DAS-S2,197.1,60.9
TILE_00219,032023110183550,40.8103061,-74.0748571,Verizon,136.5,14.83,37.8,32,10,388.3,False,Exterior,DAS-S1,196.1,61.2
TILE_00220,032023189515120,40.8103061,-74.0748571,T-Mobile,108.89,17.2,23.3,17,10,388.3,False,Exterior,DAS-S1,196.1,61.2
TILE_00221,032023191419268,40.8103061,-74.0746122,Verizon,99.86,14.86,40.6,45,20,386.4,False,Exterior,DAS-S1,191.3,61.4
TILE_00222,032023170766550,40.8103061,-74.0746122,AT&T,98.3,11.26,38.4,58,26,386.4,False,Exterior,DAS-S1,191.3,61.4
TILE_00223,032023176819472,40.8103061,-74.0746122,US Cellular,17.74,9.17,55.2,10,4,386.4,False,Exterior,DAS-S1,191.3,61.4
TILE_00224,032023149767516,40.8103061,-74.0743673,Verizon,114.62,10.17,37.5,76,29,385.6,False,Exterior,DAS-S1,188.6,61.4
TILE_00225,032023179771095,40.8103061,-74.0743673,AT&T,56.94,18.59,51.2,32,18,385.6,False,Exterior,DAS-S1,188.6,61.4
TILE_00226,032023165925368,40.8103061,-74.0741224,Verizon,10.0,13.77,28.6,16,9,385.9,False,Exterior,DAS-S1,188.2,61.4
TILE_00227,032023146006794,40.8103061,-74.0741224,AT&T,88.75,2.98,33.6,16,13,385.9,False,Exterior,DAS-S1,188.2,61.4
TILE_00228,032023163118689,40.8103061,-74.0738776,Verizon,109.91,17.9,36.3,58,23,387.3,False,Exterior,DAS-S1,190.1,61.3
TILE_00229,032023137657250,40.8103061,-74.0736327,Verizon,184.3,20.92,34.0,74,23,389.8,False,Exterior,DAS-S1,194.1,61.0
TILE_00230,032023147914819,40.8103061,-74.0736327,AT&T,56.2,8.86,43.3,41,17,389.8,False,Exterior,DAS-S1,194.1,61.0
TILE_00231,032023157108895,40.8103061,-74.0736327,T-Mobile,143.95,17.11,30.7,38,21,389.8,False,Exterior,DAS-S1,194.1,61.0
TILE_00232,032023179601625,40.8103061,-74.0733878,AT&T,105.05,12.9,43.9,21,15,393.3,False,Exterior,DAS-S1,200.2,60.7
TILE_00233,032023175151100,40.8103061,-74.0733878,T-Mobile,141.46,31.96,19.2,22,9,393.3,False,Exterior,DAS-S1,200.2,60.7
TILE_00234,032023119983159,40.8103061,-74.0731429,Verizon,180.24,8.01,29.3,12,10,397.9,False,Exterior,DAS-S1,208.2,60.2
TILE_00235,032023161262850,40.8103061,-74.0731429,T-Mobile,158.88,23.49,30.5,20,7,397.9,False,Exterior,DAS-S1,208.2,60.2
TILE_00236,032023178543236,40.8103061,-74.072898,Verizon,130.19,19.87,39.4,43,23,403.5,False,Exterior,DAS-S1,217.8,59.6
TILE_00237,032023192673224,40.8103061,-74.0726531,T-Mobile,120.54,2.0,33.8,56,19,410.1,False,Exterior,DAS-S1,229.0,59.0
TILE_00238,032023192715274,40.8103061,-74.0724082,AT&T,105.99,7.69,45.0,20,12,417.6,False,Exterior,DAS-S1,241.3,58.2
TILE_00239,032023128001523,40.8103061,-74.0724082,T-Mobile,139.76,14.93,23.9,28,9,417.6,False,Exterior,DAS-S1,241.3,58.2
TILE_00240,032023116997905,40.8103061,-74.0721633,AT&T,36.91,13.15,49.8,50,13,426.0,False,Exterior,DAS-S1,254.8,57.4
TILE_00241,032023166148861,40.8103061,-74.0721633,T-Mobile,179.21,10.41,35.9,26,26,426.0,False,Exterior,DAS-S1,254.8,57.4
TILE_00242,032023176689485,40.8103061,-74.0719184,Verizon,98.9,5.35,40.2,8,3,435.2,False,Exterior,DAS-S1,269.2,56.5
TILE_00243,032023114194283,40.8103061,-74.0719184,AT&T,102.75,20.91,44.0,15,4,435.2,False,Exterior,DAS-S1,269.2,56.5
TILE_00244,032023110956462,40.8103061,-74.0716735,Verizon,33.49,20.98,36.8,24,9,445.1,False,Exterior,DAS-S1,284.3,55.5
TILE_00245,032023164906783,40.8103061,-74.0716735,AT&T,87.65,9.01,51.0,17,7,445.1,False,Exterior,DAS-S1,284.3,55.5
TILE_00246,032023169087278,40.8103061,-74.0714286,Verizon,46.01,36.93,38.6,45,30,455.8,False,Exterior,DAS-S1,300.1,54.4
TILE_00247,032023130367266,40.8103061,-74.0714286,AT&T,71.32,4.64,51.7,40,16,455.8,False,Exterior,DAS-S1,300.1,54.4
TILE_00248,032023176302701,40.8103061,-74.0711837,Verizon,112.73,15.53,40.1,38,24,467.2,False,Exterior,DAS-S1,316.5,53.3
TILE_00249,032023138385575,40.8103061,-74.0711837,AT&T,48.51,13.03,51.0,30,30,467.2,False,Exterior,DAS-S1,316.5,53.3
TILE_00250,032023145496813,40.8103061,-74.0711837,T-Mobile,38.03,9.34,31.3,33,25,467.2,False,Exterior,DAS-S1,316.5,53.3
TILE_00251,032023145740842,40.8103061,-74.0709388,Verizon,71.62,2.0,44.4,45,13,479.1,False,Exterior,DAS-S1,333.3,52.1
TILE_00252,032023189675237,40.8103061,-74.0709388,US Cellular,54.65,4.96,68.3,4,3,479.1,False,Exterior,DAS-S1,333.3,52.1
TILE_00253,032023174584323,40.8103061,-74.0706939,AT&T,77.48,8.05,53.5,16,6,491.7,False,Exterior,DAS-S1,350.6,50.8
TILE_00254,032023190580025,40.8103061,-74.0706939,T-Mobile,77.44,20.82,34.5,13,6,491.7,False,Exterior,DAS-S1,350.6,50.8
TILE_00255,032023118677626,40.8103061,-74.070449,Verizon,117.27,10.91,42.0,8,2,504.8,False,Exterior,DAS-S1,368.2,49.5
TILE_00256,032023141921434,40.8103061,-74.070449,AT&T,91.02,8.99,53.8,5,2,504.8,False,Exterior,DAS-S1,368.2,49.5
TILE_00257,032023130518919,40.8103061,-74.070449,US Cellular,27.02,12.7,74.3,1,0,504.8,False,Exterior,DAS-S1,368.2,49.5
TILE_00258,032023120312079,40.8103061,-74.0702041,Verizon,91.48,5.19,57.0,55,27,518.3,False,Exterior,DAS-S1,386.1,48.2
TILE_00259,032023112183938,40.8103061,-74.0702041,AT&T,125.64,16.49,60.2,57,30,518.3,False,Exterior,DAS-S1,386.1,48.2
TILE_00260,032023179987980,40.8103061,-74.0702041,US Cellular,41.53,10.83,74.1,6,4,518.3,False,Exterior,DAS-S1,386.1,48.2
TILE_00261,032023177799703,40.8103061,-74.0699592,Verizon,96.49,8.25,47.0,46,16,532.4,False,Exterior,DAS-E1,394.4,46.8
TILE_00262,032023197229911,40.8103061,-74.0699592,AT&T,46.83,14.33,58.8,45,21,532.4,False,Exterior,DAS-E1,394.4,46.8
TILE_00263,032023191816720,40.8103061,-74.0699592,T-Mobile,204.08,11.01,39.3,22,15,532.4,False,Exterior,DAS-E1,394.4,46.8
TILE_00264,032023147332842,40.8103061,-74.0697143,Verizon,152.0,4.42,54.4,22,12,546.8,False,Exterior,DAS-E1,398.7,45.3
TILE_00265,032023139678116,40.8103061,-74.0697143,T-Mobile,41.22,16.77,39.3,14,10,546.8,False,Exterior,DAS-E1,398.7,45.3
TILE_00266,032023191674575,40.8103061,-74.0694694,AT&T,59.78,17.78,70.6,7,3,561.7,False,Exterior,DAS-E1,403.9,43.8
TILE_00267,032023118539356,40.8103061,-74.0692245,Verizon,104.92,9.92,43.7,83,33,576.9,False,Exterior,DAS-E1,410.1,42.3
TILE_00268,032023190148304,40.8103061,-74.0692245,T-Mobile,119.5,14.54,38.8,26,29,576.9,False,Exterior,DAS-E1,410.1,42.3
TILE_00269,032023197381632,40.8103061,-74.0689796,Verizon,82.88,11.96,53.2,10,13,592.4,False,Exterior,DAS-E1,417.3,40.8
TILE_00270,032023113762144,40.8103061,-74.0689796,AT&T,76.47,22.23,67.0,20,5,592.4,False,Exterior,DAS-E1,417.3,40.8
TILE_00271,032023153748454,40.8104592,-74.0797551,Verizon,118.61,28.79,55.9,64,22,589.0,False,Exterior,DAS-S2,375.0,41.1
TILE_00272,032023141355031,40.8104592,-74.0795102,Verizon,87.66,19.36,52.0,51,14,573.0,False,Exterior,DAS-S2,356.8,42.7
TILE_00273,032023121001928,40.8104592,-74.0795102,AT&T,78.66,2.0,65.2,48,26,573.0,False,Exterior,DAS-S2,356.8,42.7
TILE_00274,032023129862294,40.8104592,-74.0795102,T-Mobile,157.26,15.85,52.1,56,12,573.0,False,Exterior,DAS-S2,356.8,42.7
TILE_00275,032023184083809,40.8104592,-74.0795102,US Cellular,45.09,10.57,78.1,6,4,573.0,False,Exterior,DAS-S2,356.8,42.7
TILE_00276,032023154367151,40.8104592,-74.0792653,Verizon,72.82,8.24,50.2,7,6,557.3,False,Exterior,DAS-S2,338.8,44.3
TILE_00277,032023181635042,40.8104592,-74.0792653,AT&T,90.97,5.67,57.5,12,4,557.3,False,Exterior,DAS-S2,338.8,44.3
TILE_00278,032023197382173,40.8104592,-74.0790204,Verizon,84.86,17.13,55.8,30,29,542.0,False,Exterior,DAS-S2,321.1,45.8
TILE_00279,032023190240937,40.8104592,-74.0790204,T-Mobile,32.25,2.0,36.7,46,18,542.0,False,Exterior,DAS-S2,321.1,45.8
TILE_00280,032023135530570,40.8104592,-74.0787755,Verizon,138.84,2.54,43.8,74,18,527.1,False,Exterior,DAS-S2,303.8,47.3
TILE_00281,032023190789840,40.8104592,-74.0787755,AT&T,126.96,7.76,59.1,65,21,527.1,False,Exterior,DAS-S2,303.8,47.3
TILE_00282,032023153942788,40.8104592,-74.0787755,T-Mobile,104.85,24.36,37.3,51,17,527.1,False,Exterior,DAS-S2,303.8,47.3
TILE_00283,032023150038938,40.8104592,-74.0785306,Verizon,14.33,11.26,46.9,58,28,512.5,False,Exterior,DAS-S2,287.0,48.8
TILE_00284,032023183349426,40.8104592,-74.0785306,T-Mobile,10.0,29.7,35.9,45,23,512.5,False,Exterior,DAS-S2,287.0,48.8
TILE_00285,032023130155885,40.8104592,-74.0785306,US Cellular,10.0,5.0,80.5,9,6,512.5,False,Exterior,DAS-S2,287.0,48.8
TILE_00286,032023168388947,40.8104592,-74.0782857,AT&T,102.9,11.0,55.3,10,4,498.4,False,Exterior,DAS-S2,270.7,50.2
TILE_00287,032023172530481,40.8104592,-74.0780408,AT&T,10.0,10.02,59.3,31,21,484.7,False,Exterior,DAS-S2,255.0,51.5
TILE_00288,032023114619113,40.8104592,-74.0780408,T-Mobile,60.17,23.75,31.0,48,16,484.7,False,Exterior,DAS-S2,255.0,51.5
TILE_00289,032023180166259,40.8104592,-74.0777959,Verizon,119.22,2.6,43.5,38,23,471.5,False,Exterior,DAS-S2,240.1,52.8
TILE_00290,032023159956660,40.8104592,-74.0777959,AT&T,31.75,2.0,50.6,32,16,471.5,False,Exterior,DAS-S2,240.1,52.8
TILE_00291,032023131707733,40.8104592,-74.0777959,T-Mobile,90.41,19.61,29.2,26,17,471.5,False,Exterior,DAS-S2,240.1,52.8
TILE_00292,032023176869470,40.8104592,-74.077551,Verizon,78.33,13.01,46.3,14,14,458.9,False,Exterior,DAS-S2,226.1,54.1
TILE_00293,032023131490456,40.8104592,-74.077551,AT&T,120.14,11.47,59.1,16,8,458.9,False,Exterior,DAS-S2,226.1,54.1
TILE_00294,032023157563952,40.8104592,-74.077551,US Cellular,52.2,19.18,71.7,7,2,458.9,False,Exterior,DAS-S2,226.1,54.1
TILE_00295,032023163826462,40.8104592,-74.0773061,Verizon,82.03,8.81,38.6,13,7,446.9,False,Exterior,DAS-S2,213.1,55.3
TILE_00296,032023115148534,40.8104592,-74.0773061,AT&T,121.1,6.29,53.6,12,4,446.9,False,Exterior,DAS-S2,213.1,55.3
TILE_00297,032023146918835,40.8104592,-74.0773061,T-Mobile,125.7,32.63,27.7,7,3,446.9,False,Exterior,DAS-S2,213.1,55.3
TILE_00298,032023161887515,40.8104592,-74.0770612,T-Mobile,95.72,11.73,37.6,35,9,435.6,False,Exterior,DAS-S2,201.5,56.4
TILE_00299,032023140317691,40.8104592,-74.0768163,Verizon,187.13,19.81,42.7,25,14,424.9,False,Exterior,DAS-S2,191.4,57.5
TILE_00300,032023111220920,40.8104592,-74.0768163,T-Mobile,81.51,32.83,26.9,22,10,424.9,False,Exterior,DAS-S2,191.4,57.5
TILE_00301,032023189342476,40.8104592,-74.0765714,Verizon,106.13,9.34,36.1,31,11,415.0,False,Exterior,DAS-S2,183.1,58.5
TILE_00302,032023162308186,40.8104592,-74.0765714,AT&T,107.24,19.99,42.2,23,12,415.0,False,Exterior,DAS-S2,183.1,58.5
TILE_00303,032023159633348,40.8104592,-74.0765714,T-Mobile,78.1,22.8,30.5,27,11,415.0,False,Exterior,DAS-S2,183.1,58.5
TILE_00304,032023196124999,40.8104592,-74.0760816,US Cellular,68.15,5.49,55.3,2,0,397.7,False,Exterior,DAS-S2,172.8,60.2
TILE_00305,032023137410063,40.8104592,-74.0758367,T-Mobile,70.93,25.84,26.8,40,15,390.4,False,Exterior,DAS-S2,171.1,61.0
TILE_00306,032023117355522,40.8104592,-74.0755918,Verizon,137.08,21.04,36.8,28,9,384.1,False,Exterior,DAS-S2,172.0,61.6
TILE_00307,032023186171116,40.8104592,-74.0755918,US Cellular,92.18,12.97,63.5,6,2,384.1,False,Exterior,DAS-S2,172.0,61.6
TILE_00308,032023119412060,40.8104592,-74.0753469,Verizon,81.17,23.46,37.1,29,24,378.8,False,Exterior,DAS-S2,175.3,62.1
TILE_00309,032023172185486,40.8104592,-74.0753469,AT&T,89.43,23.14,41.4,43,19,378.8,False,Exterior,DAS-S2,175.3,62.1
TILE_00310,032023171698786,40.8104592,-74.0753469,T-Mobile,125.54,23.66,27.9,36,25,378.8,False,Exterior,DAS-S2,175.3,62.1
TILE_00311,032023135651522,40.8104592,-74.075102,Verizon,145.13,28.5,40.6,42,41,374.6,False,Exterior,DAS-S2,181.0,62.5
TILE_00312,032023198706326,40.8104592,-74.075102,T-Mobile,68.32,13.96,33.6,54,26,374.6,False,Exterior,DAS-S2,181.0,62.5
TILE_00313,032023176838868,40.8104592,-74.0748571,AT&T,61.88,12.01,39.3,30,13,371.4,False,Exterior,DAS-S1,179.9,62.9
TILE_00314,032023178376814,40.8104592,-74.0746122,AT&T,23.45,2.0,40.9,26,6,369.4,False,Exterior,DAS-S1,174.6,63.1
TILE_00315,032023163054294,40.8104592,-74.0743673,AT&T,117.62,13.52,45.7,23,13,368.6,False,Exterior,DAS-S1,171.7,63.1
TILE_00316,032023193092517,40.8104592,-74.0741224,T-Mobile,147.25,21.35,34.2,16,4,368.9,False,Exterior,DAS-S1,171.2,63.1
TILE_00317,032023159849745,40.8104592,-74.0738776,Verizon,119.0,17.01,43.1,86,40,370.4,False,Exterior,DAS-S1,173.3,63.0
TILE_00318,032023125317285,40.8104592,-74.0738776,AT&T,83.37,14.12,45.7,68,21,370.4,False,Exterior,DAS-S1,173.3,63.0
TILE_00319,032023188582745,40.8104592,-74.0736327,Verizon,167.06,24.94,29.6,8,5,373.0,False,Exterior,DAS-S1,177.7,62.7
TILE_00320,032023192152307,40.8104592,-74.0736327,US Cellular,41.05,9.85,56.4,1,1,373.0,False,Exterior,DAS-S1,177.7,62.7
TILE_00321,032023138285914,40.8104592,-74.0733878,AT&T,160.17,16.42,44.9,32,23,376.7,False,Exterior,DAS-S1,184.3,62.3
TILE_00322,032023171340020,40.8104592,-74.0733878,T-Mobile,157.47,7.94,30.8,58,19,376.7,False,Exterior,DAS-S1,184.3,62.3
TILE_00323,032023115254572,40.8104592,-74.0731429,T-Mobile,154.44,2.0,24.5,55,22,381.5,False,Exterior,DAS-S1,193.0,61.9
TILE_00324,032023174656941,40.8104592,-74.072898,AT&T,86.61,6.5,45.3,29,15,387.3,False,Exterior,DAS-S1,203.3,61.3
TILE_00325,032023197810616,40.8104592,-74.072898,T-Mobile,120.96,7.28,29.4,11,9,387.3,False,Exterior,DAS-S1,203.3,61.3
TILE_00326,032023116495470,40.8104592,-74.0726531,T-Mobile,146.19,36.13,22.3,30,12,394.2,False,Exterior,DAS-S1,215.2,60.6
TILE_00327,032023170208488,40.8104592,-74.0724082,Verizon,67.1,19.15,46.6,23,24,402.0,False,Exterior,DAS-S1,228.3,59.8
TILE_00328,032023141671399,40.8104592,-74.0724082,T-Mobile,93.93,22.37,27.6,33,20,402.0,False,Exterior,DAS-S1,228.3,59.8
TILE_00329,032023116986499,40.8104592,-74.0721633,Verizon,20.52,6.81,41.3,58,18,410.7,False,Exterior,DAS-S1,242.5,58.9
TILE_00330,032023120913797,40.8104592,-74.0721633,AT&T,81.48,9.25,46.7,48,17,410.7,False,Exterior,DAS-S1,242.5,58.9
TILE_00331,032023118314364,40.8104592,-74.0721633,T-Mobile,93.73,4.54,24.2,36,19,410.7,False,Exterior,DAS-S1,242.5,58.9
TILE_00332,032023152964641,40.8104592,-74.0719184,Verizon,92.1,11.34,29.9,30,27,420.2,False,Exterior,DAS-S1,257.6,58.0
TILE_00333,032023195913863,40.8104592,-74.0719184,AT&T,109.05,16.6,52.9,26,28,420.2,False,Exterior,DAS-S1,257.6,58.0
TILE_00334,032023150737332,40.8104592,-74.0719184,T-Mobile,121.45,31.05,29.1,34,12,420.2,False,Exterior,DAS-S1,257.6,58.0
TILE_00335,032023191521991,40.8104592,-74.0716735,Verizon,51.3,6.68,49.8,11,7,430.5,False,Exterior,DAS-S1,273.4,57.0
TILE_00336,032023189295939,40.8104592,-74.0716735,AT&T,68.65,4.72,49.1,11,4,430.5,False,Exterior,DAS-S1,273.4,57.0
TILE_00337,032023158278965,40.8104592,-74.0714286,Verizon,143.22,17.78,39.6,29,14,441.5,False,Exterior,DAS-S1,289.8,55.8
TILE_00338,032023126199818,40.8104592,-74.0714286,AT&T,113.96,11.54,44.4,29,13,441.5,False,Exterior,DAS-S1,289.8,55.8
TILE_00339,032023110593334,40.8104592,-74.0709388,Verizon,63.21,19.16,34.4,26,12,465.6,False,Exterior,DAS-S1,324.0,53.4
TILE_00340,032023145638117,40.8104592,-74.0709388,T-Mobile,83.0,25.48,30.7,13,8,465.6,False,Exterior,DAS-S1,324.0,53.4
TILE_00341,032023118136623,40.8104592,-74.0706939,Verizon,140.38,7.8,38.4,68,34,478.5,False,Exterior,DAS-S1,341.7,52.2
TILE_00342,032023199211789,40.8104592,-74.0706939,T-Mobile,171.45,4.43,21.8,26,20,478.5,False,Exterior,DAS-S1,341.7,52.2
TILE_00343,032023129383336,40.8104592,-74.0702041,Verizon,55.41,11.92,44.7,77,31,505.8,False,Exterior,DAS-E1,374.4,49.4
TILE_00344,032023173606731,40.8104592,-74.0702041,AT&T,105.78,9.69,51.1,75,34,505.8,False,Exterior,DAS-E1,374.4,49.4
TILE_00345,032023193830037,40.8104592,-74.0699592,Verizon,70.24,4.11,42.4,30,14,520.2,False,Exterior,DAS-E1,377.7,48.0
TILE_00346,032023146920224,40.8104592,-74.0697143,AT&T,96.14,9.01,60.7,19,17,535.0,False,Exterior,DAS-E1,382.1,46.5
TILE_00347,032023194728619,40.8104592,-74.0694694,AT&T,125.5,10.28,56.4,51,31,550.1,False,Exterior,DAS-E1,387.6,45.0
TILE_00348,032023183315856,40.8104592,-74.0692245,Verizon,49.15,11.31,43.1,89,36,565.6,False,Exterior,DAS-E1,394.1,43.4
TILE_00349,032023170200611,40.8104592,-74.0692245,AT&T,103.81,4.04,58.5,73,29,565.6,False,Exterior,DAS-E1,394.1,43.4
TILE_00350,032023153060214,40.8104592,-74.0692245,T-Mobile,93.59,32.32,43.7,37,27,565.6,False,Exterior,DAS-E1,394.1,43.4
TILE_00351,032023114354751,40.8104592,-74.0689796,Verizon,121.88,11.66,50.5,8,5,581.5,False,Exterior,DAS-E1,401.5,41.9
TILE_00352,032023193067226,40.8104592,-74.0689796,AT&T,58.79,10.23,70.2,6,3,581.5,False,Exterior,DAS-E1,401.5,41.9
TILE_00353,032023181110014,40.8104592,-74.0689796,T-Mobile,36.15,8.69,48.2,5,4,581.5,False,Exterior,DAS-E1,401.5,41.9
TILE_00354,032023131815119,40.8104592,-74.0687347,AT&T,119.58,18.56,82.2,17,12,597.6,False,Exterior,DAS-E1,409.9,40.2
TILE_00355,032023135297619,40.8106122,-74.08,Verizon,127.67,2.0,60.2,21,13,595.0,False,Exterior,DAS-S2,386.4,40.5
TILE_00356,032023141248870,40.8106122,-74.08,AT&T,28.61,11.68,64.0,14,7,595.0,False,Exterior,DAS-S2,386.4,40.5
TILE_00357,032023171192344,40.8106122,-74.08,US Cellular,48.42,8.79,89.9,3,2,595.0,False,Exterior,DAS-S2,386.4,40.5
TILE_00358,032023127829190,40.8106122,-74.0797551,Verizon,21.68,15.74,54.5,10,12,578.5,False,Exterior,DAS-S2,367.6,42.2
TILE_00359,032023186373218,40.8106122,-74.0795102,Verizon,44.98,26.57,52.1,58,31,562.2,False,Exterior,DAS-S2,348.9,43.8
TILE_00360,032023160576412,40.8106122,-74.0792653,Verizon,58.28,8.93,52.2,17,7,546.3,False,Exterior,DAS-S2,330.5,45.4
TILE_00361,032023194387448,40.8106122,-74.0792653,AT&T,26.65,2.0,63.8,14,5,546.3,False,Exterior,DAS-S2,330.5,45.4
TILE_00362,032023113533822,40.8106122,-74.0790204,Verizon,41.62,33.37,51.3,14,15,530.6,False,Exterior,DAS-S2,312.4,46.9
TILE_00363,032023111077525,40.8106122,-74.0790204,AT&T,103.74,15.94,60.3,15,11,530.6,False,Exterior,DAS-S2,312.4,46.9
TILE_00364,032023199075517,40.8106122,-74.0790204,T-Mobile,48.66,9.72,42.6,22,12,530.6,False,Exterior,DAS-S2,312.4,46.9
TILE_00365,032023199211976,40.8106122,-74.0787755,AT&T,51.73,2.39,62.0,36,21,515.3,False,Exterior,DAS-S2,294.6,48.5
TILE_00366,032023152961230,40.8106122,-74.0785306,AT&T,130.69,2.83,59.2,12,9,500.4,False,Exterior,DAS-S2,277.2,50.0
TILE_00367,032023178764068,40.8106122,-74.0785306,T-Mobile,109.68,25.1,37.1,18,7,500.4,False,Exterior,DAS-S2,277.2,50.0
TILE_00368,032023185344892,40.8106122,-74.0782857,Verizon,114.01,15.31,48.7,40,40,485.9,False,Exterior,DAS-S2,260.3,51.4
TILE_00369,032023153360289,40.8106122,-74.0782857,AT&T,93.75,8.09,44.3,38,24,485.9,False,Exterior,DAS-S2,260.3,51.4
TILE_00370,032023131963930,40.8106122,-74.0782857,T-Mobile,121.74,12.59,30.4,57,19,485.9,False,Exterior,DAS-S2,260.3,51.4
TILE_00371,032023154138525,40.8106122,-74.0780408,Verizon,68.66,17.37,50.1,70,22,471.9,False,Exterior,DAS-S2,243.9,52.8
TILE_00372,032023147238698,40.8106122,-74.0780408,AT&T,133.34,20.95,55.1,57,20,471.9,False,Exterior,DAS-S2,243.9,52.8
TILE_00373,032023199316250,40.8106122,-74.0777959,Verizon,77.98,10.98,39.4,53,32,458.4,False,Exterior,DAS-S2,228.3,54.2
TILE_00374,032023112268435,40.8106122,-74.0777959,AT&T,102.3,9.87,51.9,38,23,458.4,False,Exterior,DAS-S2,228.3,54.2
TILE_00375,032023174851294,40.8106122,-74.0777959,T-Mobile,119.89,19.04,24.2,37,21,458.4,False,Exterior,DAS-S2,228.3,54.2
TILE_00376,032023127191761,40.8106122,-74.077551,Verizon,121.28,20.39,42.0,21,26,445.4,False,Exterior,DAS-S2,213.5,55.5
TILE_00377,032023131618301,40.8106122,-74.077551,AT&T,85.39,2.0,62.6,28,12,445.4,False,Exterior,DAS-S2,213.5,55.5
TILE_00378,032023136722210,40.8106122,-74.077551,T-Mobile,57.43,14.85,30.6,46,15,445.4,False,Exterior,DAS-S2,213.5,55.5
